date,model,mode,timestamp,level,project_id,pass,total,reason,score,type,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,20,0,26,"MongooseError: Operation `blogs.find()` buffering timed out after 10000ms
    at Timeout.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\node_modules\mongoose\lib\drivers\node-mongodb-native\collection.js:198:23)
    at listOnTimeout (node:internal/timers:608:17)
    at process.processTimers (node:internal/timers:543:7)
MongooseError: Operation `blogs.find()` buffering timed out after 10000ms
    at Timeout.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\node_modules\mongoose\lib\drivers\node-mongodb-native\collection.js:198:23)
    at listOnTimeout (node:internal/timers:608:17)
    at process.processTimers (node:internal/timers:543:7)
MongooseError: Operation `blogs.find()` buffering timed out after 10000ms
    at Timeout.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\node_modules\mongoose\lib\drivers\node-mongodb-native\collection.js:198:23)
    at listOnTimeout (node:internal/timers:608:17)
    at process.processTimers (node:internal/timers:543:7)
MongooseError: Operation `blogs.find()` buffering timed out after 10000ms
    at Timeout.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\node_modules\mongoose\lib\drivers\node-mongodb-native\collection.js:198:23)
    at listOnTimeout (node:internal/timers:608:17)
    at process.processTimers (node:internal/timers:543:7)
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,1,8,11,N/A,0.727272727,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,2,6,9,N/A,0.666666667,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,3,5,16,N/A,0.3125,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,4,1,17,N/A,0.058823529,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,5,1,13,N/A,0.076923077,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,6,0,20,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'mongoose'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\todo-app\server.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\todo-app\server.js:1:77)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\todo-app\\server.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,7,4,24,N/A,0.166666667,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,8,2,18,N/A,0.111111111,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,9,2,13,N/A,0.153846154,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,10,0,21,"  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\10\calorie-tracker\start.py"", line 1
    import subprocess import sys subprocess.run(['npm', 'install', 'express', 'mongodb', 'chart.js'], shell=True, check=True) subprocess.run(['node', 'server.js'], shell=True)
                      ^^^^^^
SyntaxError: invalid syntax
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,11,1,8,N/A,0.125,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,12,2,18,N/A,0.111111111,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,13,0,25,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'mongoose'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\project\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\project\app.js:3:18)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\project\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,14,0,5,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\helloworld\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\helloworld\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,15,0,3,N/A,0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,17,2,6,N/A,0.333333333,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-221221,1,20,1,26,N/A,0.038461538,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,1,7,11,N/A,0.636363636,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,2,9,9,N/A,1,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,3,0,16,N/A,0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,4,10,17,N/A,0.588235294,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,5,0,13,"npm error code ETARGET
npm error notarget No matching version found for markdown@^3.0.0.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_25_43_062Z-debug-0.log
npm error code ETARGET
npm error notarget No matching version found for markdown@^3.0.0.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_25_55_795Z-debug-0.log
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\project\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\project\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\project\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,6,4,20,N/A,0.2,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,7,0,24,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 285 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?ejs?€? ?€?^3.1.6?€?\r\n  }...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_27_28_827Z-debug-0.log
npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 285 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?ejs?€? ?€?^3.1.6?€?\r\n  }...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_27_30_314Z-debug-0.log
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\7\project\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\7\project\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\project\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,8,2,18,N/A,0.111111111,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,9,10,13,N/A,0.769230769,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,10,0,21,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 288 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser\"": ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_29_30_251Z-debug-0.log
npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 288 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser\"": ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_29_31_649Z-debug-0.log
node:internal/modules/run_main:76
  const type = getNearestParentPackageJSONType(mainPath);
               ^

Error: Invalid package config \\?\C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\10\project\package.json.
    at shouldUseESMLoader (node:internal/modules/run_main:76:16)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:147:20)
    at node:internal/main/run_main_module:33:47 {
  code: 'ERR_INVALID_PACKAGE_CONFIG'
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,11,3,8,N/A,0.375,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,12,0,18,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 258 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser?€? ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_31_03_531Z-debug-0.log
npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 258 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser?€? ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_31_04_927Z-debug-0.log
npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 258 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser?€? ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_31_05_752Z-debug-0.log
npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 258 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser?€? ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_31_06_655Z-debug-0.log
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\project\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\project\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\project\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,13,0,25,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'mongoose'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\project\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\project\app.js:3:18)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\project\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,14,5,5,N/A,1,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,15,3,3,N/A,1,Web,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,16,3,9,N/A,0.333333333,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,17,0,6,N/A,0,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,18,0,14,N/A,0,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,llama3.3-70b,direct,20251020-230128,2,20,0,26,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 276 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser?€? ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_34_40_765Z-debug-0.log
npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 276 (line 14 column 5) while parsing near ""...s\"": \""^4.17.1\"",\r\n    ?€?body-parser?€? ?€?^1.1...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_34_42_156Z-debug-0.log
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\blog-project\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\blog-project\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\blog-project\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,direct,20251021-002457,3,1,7,11,N/A,0.636363636,Web,,,,
20251020-1,llama3.3-70b,direct,20251021-002457,3,2,6,9,N/A,0.666666667,Web,,,,
20251020-1,llama3.3-70b,direct,20251021-002457,3,3,11,16,N/A,0.6875,Web,,,,
20251020-1,llama3.3-70b,direct,20251021-002457,3,4,2,17,N/A,0.117647059,Web,,,,
20251020-1,llama3.3-70b,direct,20251021-002457,3,5,5,13,N/A,0.384615385,Web,,,,
20251020-1,llama3.3-70b,direct,20251021-002457,3,6,0,20,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'mongoose'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\project\server.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\project\server.js:3:18)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\project\\server.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
